time,voltage,current,frequency,phase_angle,label
0,230.99342830602245,10.699677718293001,49.98649643450051,-1.907807557877391,0
1,229.72347139765762,10.462316841456385,49.99710962658569,-0.8603850107795019,0
2,231.2953770762014,10.029815184960087,49.98415160158,-0.41360553342164424,0
3,233.04605971281606,9.676531611147213,49.99384076940722,1.8876876573401904,0
4,229.53169325055333,10.349111656806794,49.96212770666092,0.5565531245337582,0
5,229.53172608610163,10.196742692710874,50.00426587414746,-1.3354815690998914,0
6,233.15842563101478,10.447596610013866,50.000024109507244,0.486036289417637,0
7,231.53486945830582,10.317585900840985,49.98365822737863,-1.5473039889383655,0
8,229.06105122813008,10.524776357659668,50.01318491336865,1.0826910538870733,0
9,231.08512008717193,9.732382394219716,50.01875140275253,-0.4711246518178786,0
10,229.0731646143751,10.658697032817162,49.96784880271262,-0.09363618873917084,0
11,229.06854049285948,10.0987998023462,49.98474550442867,1.32579664754219,0
12,230.48392454313208,11.037630436312632,49.98461715300425,-1.28716356858425,0
13,226.1734395106844,9.655406090955216,49.98120193797782,-1.3971181851129912,0
14,226.55016433497394,10.867981901582624,50.016589496838634,-0.5835993263460049,0
15,228.87542494151805,10.098955391731323,49.99612347722454,1.0383788510193166,0
16,227.97433775933115,9.674290998192776,49.99470970317379,-1.5193460754768424,0
17,230.62849466519054,9.758057082972838,49.95992275271186,-2.832155598110569,0
18,228.18395184895758,9.83982634590284,50.01270836060419,-0.4511588584089988,0
19,227.17539259732942,10.212082973200959,49.97521483210293,0.5517407999109204,0
20,232.9312975378431,10.26141774401775,50.001198652605325,1.2002617497388293,0
21,229.54844739902694,9.71314999803071,50.00554753875917,-0.463161362085399,0
22,230.13505640937584,9.987822703869508,50.02721317191677,-0.41142660711600243,0
23,227.15050362757307,11.071135179305932,49.97382359201762,1.1539007342557472,0
24,228.91123455094964,10.863771585050356,49.939609756883584,-1.8697416996954206,0
25,230.22184517941974,10.218161834837016,50.00367699089507,-0.38852077518300926,0
26,227.6980128451554,10.0190017390841,50.036010223630214,0.19042388992505774,0
27,230.75139603669135,10.060015663359131,50.02477892705879,0.44921872128503426,0
28,228.79872262016238,10.306758986365208,50.00419318830549,-0.5098066931908826,0
29,229.41661250041344,9.488603717400798,49.99016727628736,0.03444101170584135,0
30,228.79658677554121,9.871311731288328,50.016142451932744,-2.4883273534129895,0
31,233.70455636901787,9.165707963061205,49.98052907600591,-0.6582484123338483,0
32,229.97300555052414,10.199611561302639,50.009527155387126,0.4535087125544674,0
33,227.8845781420882,10.32359796985137,50.010109403183336,-0.9822940342546795,0
34,231.64508982420637,9.758406768850312,50.02120419814998,0.058984221589597374,0
35,227.55831270005797,10.786993381645017,50.05519320077822,0.446872500802698,0
36,230.41772719000951,9.387117168498829,50.00784831934357,-0.34254920085776497,0
37,226.08065975224045,9.26781255989509,49.98982072748585,0.1704637709965709,0
38,227.34362790220314,10.112225909279987,49.99948851375616,-0.9627325652846123,0
39,230.39372247173824,10.523549151306078,49.96461848190222,-0.20661127969604665,0
40,231.4769331599908,10.841963845728934,49.98610573737822,0.6102161695892225,0
41,230.34273656237994,9.77055786856553,49.991814351237736,0.15697296096843422,0
42,229.76870343522353,10.539340416715648,49.989518232041306,-0.5865312695639355,0
43,229.39779260882142,9.980745765249646,50.00304709744067,0.224216404290793,0
44,227.04295601926515,9.91368635002959,49.98355160135235,0.714609790636618,0
45,228.5603115832106,10.441829968743336,50.02242061334649,-2.049941278577478,0
